bid,pid,fid
6306,19229,432
6307,8682,190
6308,9819,789
6309,11149,785
6310,5388,902
6311,13241,482
6312,17415,801
6313,19502,542
6314,4118,886
6315,12320,881
6316,1258,303
6317,6080,147
6318,12809,922
6319,9834,914
6320,19402,741
6321,5983,532
6322,4774,320
6323,15516,441
6324,6679,283
6325,19742,617
6326,2540,640
6327,17417,161
6328,3376,417
6329,5207,789
6330,8999,34
6331,1002,514
6332,5458,716
6333,2760,167
6334,6127,240
6335,18922,680
6336,2630,289
6337,4666,880
6338,12809,302
6339,8802,495
6340,11047,178
6341,11147,551
6342,1910,162
6343,3640,219
6344,13440,776
6345,4157,754
6346,11416,823
6347,15076,636
6348,9424,486
6349,7559,74
6350,9259,979
6351,5991,405
6352,5495,192
6353,9481,147
6354,12007,65
6355,18587,422
6356,6714,836
6357,7919,911
6358,9860,989
6359,15247,45
6360,4451,490
6361,5779,86
6362,18354,989
6363,7457,761
6364,19926,867
6365,9549,307
6366,16185,520
6367,9996,11
6368,12432,549
6369,6560,64
6370,19049,228
6371,5888,612
6372,18492,472
6373,7452,401
6374,7122,740
6375,2686,897
6376,8732,871
6377,19216,989
6378,3681,590
6379,6957,298
6380,10533,705
6381,2007,212
6382,15403,918
6383,18933,798
6384,6802,118
6385,4791,213
6386,14882,826
6387,5671,850
6388,8560,467
6389,17157,941
6390,6178,787
6391,18360,773
6392,7936,490
6393,16904,706
6394,4845,800
6395,9011,472
6396,10746,88
6397,7140,869
6398,18560,632
6399,15434,865
6400,9538,672
6401,10322,59
6402,9304,397
6403,4067,521
6404,11384,936
6405,3417,133
6406,9264,323
6407,2636,400
6408,437,648
6409,3937,781
6410,10546,689
6411,2794,467
6412,1346,962
6413,3450,329
6414,801,515
6415,12410,175
6416,9886,936
6417,16253,745
6418,11878,861
6419,14740,474
6420,4394,780
6421,15129,2
6422,1848,821
6423,17788,123
6424,7424,499
6425,6394,512
6426,18292,607
6427,19622,692
6428,19735,485
6429,13228,970
6430,15655,981
6431,6413,152
6432,3238,439
6433,19078,30
6434,3629,384
6435,8645,328
6436,3078,766
6437,10700,590
6438,1311,503
6439,10289,457
6440,2544,41
6441,1789,885
6442,1427,942
6443,16162,349
6444,17175,66
6445,9564,210
6446,797,718
6447,5947,989
6448,8006,246
6449,493,173
6450,10906,722
6451,2984,472
6452,339,455
6453,5344,68
6454,9596,981
6455,2998,751
6456,9010,671
6457,1759,783
6458,3583,886
6459,2778,406
6460,13345,791
6461,19986,352
6462,17934,28
6463,927,514
6464,14647,267
6465,11006,513
6466,5821,878
6467,14825,492
6468,11246,583
6469,17702,711
6470,18085,301
6471,1483,836
6472,2155,16
6473,14412,7
6474,15719,101
6475,607,212
6476,6756,726
6477,18644,68
6478,9227,262
6479,5937,900
6480,595,301
6481,2574,369
6482,17334,501
6483,18378,123
6484,14673,794
6485,1092,923
6486,14069,957
6487,11504,728
6488,14100,41
6489,19663,915
6490,342,908
6491,8661,814
6492,16805,255
6493,16443,220
6494,10845,473
6495,3341,844
6496,12742,79
6497,13776,553
6498,19913,533
6499,15552,198
6500,16279,31
6501,6468,652
6502,13811,278
6503,17248,761
6504,3897,939
6505,10,667
6506,17673,381
6507,18510,990
6508,13843,437
6509,4589,242
6510,1496,303
6511,1776,945
6512,13124,71
6513,16734,804
6514,4374,591
6515,48,775
6516,9667,951
6517,8403,744
6518,8135,896
6519,7630,519
6520,940,497
6521,5511,892
6522,19196,371
6523,8579,432
6524,12999,482
6525,12378,812
6526,19603,981
6527,12412,564
6528,12781,689
6529,12994,667
6530,16270,920
6531,573,357
6532,2975,766
6533,11458,845
6534,2124,491
6535,1439,422
6536,15624,491
6537,5597,43
6538,5537,60
6539,382,180
6540,19524,462
6541,6226,801
6542,3735,41
6543,7911,1
6544,4348,701
6545,3477,170
6546,18346,28
6547,2131,393
6548,9327,42
6549,14699,616
6550,16500,46
6551,9288,523
6552,8764,673
6553,19619,65
6554,18041,858
6555,11559,33
6556,16713,997
6557,14749,833
6558,116,578
6559,1440,366
6560,3290,948
6561,13723,668
6562,13264,55
6563,13018,920
6564,16992,425
6565,13124,159
6566,11134,886
6567,4657,175
6568,17835,273
6569,1617,815
6570,15720,910
6571,11580,381
6572,17504,883
6573,19109,809
6574,12491,119
6575,17405,721
6576,3516,846
6577,9297,917
6578,1881,783
6579,11417,869
6580,8668,642
6581,15403,760
6582,4485,744
6583,19770,677
6584,16188,70
6585,9459,355
6586,5231,146
6587,15068,372
6588,9930,413
6589,17683,417
6590,16213,271
6591,14558,212
6592,19769,951
6593,18864,761
6594,1775,936
6595,356,494
6596,7508,842
6597,4024,196
6598,10383,495
6599,19331,557
6600,15259,713
6601,15035,515
6602,10728,488
6603,4241,111
6604,13207,233
6605,13845,603
6606,10263,257
6607,18382,335
6608,18178,489
6609,1760,354
6610,6070,195
6611,8633,697
6612,17672,542
6613,9538,206
6614,7902,552
6615,13941,101
6616,9865,394
6617,16799,979
6618,14374,191
6619,15562,544
6620,7895,405
6621,13728,637
6622,8773,513
6623,16575,955
6624,13405,455
6625,5449,50
6626,17516,942
6627,19091,211
6628,18580,363
6629,3912,670
6630,4189,202
6631,13101,348
6632,10499,151
6633,12787,314
6634,5260,880
6635,18924,493
6636,12629,877
6637,11150,242
6638,12016,199
6639,16861,18
6640,5195,332
6641,5530,896
6642,12293,928
6643,4609,196
6644,10927,970
6645,3244,557
6646,19814,587
6647,18376,812
6648,10539,315
6649,16676,965
6650,10006,705
6651,19029,641
6652,14449,900
6653,10527,16
6654,3272,482
6655,10059,149
6656,480,93
6657,11009,768
6658,1297,504
6659,6044,677
6660,9027,306
6661,11116,672
6662,15904,925
6663,639,847
6664,3131,393
6665,15192,48
6666,10178,15
6667,14829,958
6668,19148,278
6669,8806,378
6670,13293,454
6671,2817,200
6672,18233,740
6673,14044,163
6674,4663,485
6675,7655,357
6676,10398,88
6677,3254,702
6678,12679,586
6679,14223,108
6680,5431,120
6681,12778,313
6682,11510,170
6683,6831,1
6684,1222,99
6685,5231,302
6686,9128,824
6687,10221,512
6688,10963,488
6689,5347,433
6690,18922,555
6691,1941,445
6692,15749,154
6693,7903,642
6694,14290,391
6695,511,321
6696,8614,591
6697,2708,972
6698,530,248
6699,1785,30
6700,12879,477
6701,519,747
6702,14642,715
6703,14382,901
6704,18017,666
6705,730,158
6706,17526,470
6707,1019,596
6708,19699,721
6709,4841,515
6710,1941,458
6711,7138,973
6712,10431,150
6713,7261,962
6714,4565,916
6715,15273,799
6716,7713,506
6717,7113,239
6718,2960,564
6719,1417,925
6720,552,410
6721,19961,853
6722,19195,127
6723,15403,818
6724,7093,460
6725,17210,597
6726,6418,625
6727,6043,350
6728,4508,729
6729,7124,928
6730,18557,876
6731,9975,402
6732,11612,456
6733,9403,236
6734,19347,492
6735,12040,988
6736,13987,502
6737,12455,287
6738,17704,891
6739,11528,694
6740,5973,338
6741,16962,852
6742,205,293
6743,10501,472
6744,16033,977
6745,17341,595
6746,9527,489
6747,18736,276
6748,12675,276
6749,18861,201
6750,16228,876
6751,14595,248
6752,6672,5
6753,2541,609
6754,4302,962
6755,4451,172
6756,1280,813
6757,9766,808
6758,6228,453
6759,5222,68
6760,2663,71
6761,4213,778
6762,17587,999
6763,9127,583
6764,2636,818
6765,5360,120
6766,18392,141
6767,1637,72
6768,2289,400
6769,4326,378
6770,14998,519
6771,6444,357
6772,13144,597
6773,4982,847
6774,5188,46
6775,15481,343
6776,17609,276
6777,16992,489
6778,6416,30
6779,2283,940
6780,9853,958
6781,15846,951
6782,10749,995
6783,186,584
6784,12647,480
6785,8027,596
6786,13251,793
6787,3622,483
6788,13836,118
6789,12147,778
6790,6193,386
6791,5445,879
6792,17089,442
6793,17302,292
6794,1447,800
6795,5877,624
6796,545,36
6797,13300,207
6798,11353,503
6799,19301,217
6800,11635,548
6801,2028,351
6802,7504,346
6803,2414,704
6804,15101,665
6805,17685,509
6806,19329,905
6807,10849,133
6808,14995,428
6809,13391,748
6810,12120,597
6811,5932,562
6812,11434,341
6813,11359,383
6814,16448,858
6815,16901,590
6816,11692,15
6817,1469,623
6818,2996,776
6819,7760,321
6820,5993,588
6821,13081,917
6822,1269,135
6823,670,997
6824,6920,754
6825,2710,968
6826,5319,183
6827,19855,235
6828,10142,660
6829,19595,576
6830,3698,152
6831,4692,540
6832,5538,444
6833,12257,672
6834,6820,827
6835,17822,515
6836,17664,188
6837,8017,608
6838,5021,471
6839,6854,20
6840,745,546
6841,16523,486
6842,9502,567
6843,14920,708
6844,18969,806
6845,13665,710
6846,6347,558
6847,1498,882
6848,6967,550
6849,1035,232
6850,6426,553
6851,4395,936
6852,11709,514
6853,16359,768
6854,14030,536
6855,18761,881
6856,16761,810
6857,15520,103
6858,14960,705
6859,9118,918
6860,3697,540
6861,6411,826
6862,5794,351
6863,16487,454
6864,13726,435
6865,4874,794
6866,9835,697
6867,19766,387
6868,16635,369
6869,7777,151
6870,9096,286
6871,18351,205
6872,17954,51
6873,4777,850
6874,14372,879
6875,232,900
6876,1986,687
6877,19431,316
6878,15928,828
6879,3554,193
6880,18575,324
6881,10268,94
6882,3328,234
6883,227,746
6884,4927,985
6885,17018,101
6886,3953,529
6887,15407,230
6888,5149,640
6889,17114,683
6890,5393,98
6891,2075,588
6892,11715,802
6893,9267,24
6894,16336,752
6895,16335,13
6896,6071,79
6897,14851,128
6898,15764,462
6899,10365,134
6900,5253,315
6901,11496,442
6902,755,528
6903,18094,325
6904,11294,860
6905,19705,209
6906,14437,790
6907,18213,354
6908,10353,55
6909,2981,421
6910,2285,507
6911,12577,802
6912,12210,928
6913,19446,747
6914,12058,117
6915,160,43
6916,16449,303
6917,7086,879
6918,1567,910
6919,2017,586
6920,11325,109
6921,7371,734
6922,1935,933
6923,19889,874
6924,1752,552
6925,233,893
6926,14753,192
6927,8070,722
6928,7193,663
6929,13877,740
6930,16922,265
6931,18045,504
6932,16478,563
6933,16667,685
6934,14619,390
6935,11241,686
6936,11746,458
6937,4392,644
6938,13675,50
6939,5751,628
6940,17766,800
6941,9349,600
6942,2916,313
6943,2591,503
6944,11529,179
6945,495,266
6946,6882,929
6947,6159,639
6948,14430,838
6949,5697,253
6950,18737,218
6951,7443,4
6952,4043,899
6953,17556,63
6954,9721,777
6955,17612,4
6956,4737,512
6957,19954,507
6958,14661,704
6959,11029,640
6960,14515,998
6961,7042,146
6962,18519,611
6963,10560,404
6964,13626,367
6965,1387,632
6966,11766,571
6967,5469,122
6968,10914,42
6969,3983,639
6970,10666,227
6971,16901,228
6972,18452,707
6973,8128,163
6974,14580,907
6975,9878,105
6976,10018,998
6977,5884,737
6978,8212,333
6979,16616,213
6980,13949,32
6981,3917,423
6982,9066,938
6983,2645,234
6984,561,9
6985,14863,858
6986,9111,5
6987,10607,408
6988,13235,30
6989,19447,290
6990,9990,360
6991,6769,903
6992,16173,601
6993,19352,937
6994,1701,481
6995,1973,692
6996,2510,24
6997,19883,483
6998,2844,259
6999,15695,47
7000,13782,694
7001,13628,104
7002,8597,646
7003,2922,149
7004,8813,243
7005,11473,910
7006,626,747
7007,1645,698
7008,166,41
7009,9330,564
7010,905,626
7011,17384,344
7012,17751,921
7013,5294,378
7014,10975,588
7015,4900,580
7016,12339,883
7017,4361,613
7018,12091,876
7019,10770,908
7020,7346,636
7021,372,701
7022,11899,208
7023,5777,20
7024,5724,847
7025,6057,162
7026,11674,102
7027,17399,371
7028,701,682
7029,2358,46
7030,14364,215
7031,13964,201
7032,2243,573
7033,14123,750
7034,17673,308
7035,7673,847
7036,18182,408
7037,17668,84
7038,11693,79
7039,17018,107
7040,2138,818
7041,3369,327
7042,13971,775
7043,18339,704
7044,19184,99
7045,12595,691
7046,18578,215
7047,5797,808
7048,8608,107
7049,14579,72
7050,17733,344
7051,6005,511
7052,11611,45
7053,17825,294
7054,15840,32
7055,6834,585
7056,14755,13
7057,9869,758
7058,16350,695
7059,7969,913
7060,4508,420
7061,8158,786
7062,9271,105
7063,13646,730
7064,11672,108
7065,14602,67
7066,10052,70
7067,16298,431
7068,5711,988
7069,11859,28
7070,9258,167
7071,6663,799
7072,7637,253
7073,1420,934
7074,17421,305
7075,6355,775
7076,19857,169
7077,14655,410
7078,13100,838
7079,6391,335
7080,1298,131
7081,317,303
7082,18236,726
7083,16664,907
7084,5892,5
7085,10232,817
7086,11314,138
7087,6131,770
7088,13871,642
7089,2448,651
7090,7201,622
7091,13882,512
7092,5822,327
7093,9918,624
7094,10648,396
7095,8357,412
7096,17613,121
7097,15033,505
7098,9070,765
7099,17947,408
7100,18656,846
7101,19225,486
7102,11598,876
7103,7400,415
7104,6565,683
7105,9742,84
7106,5168,314
7107,6064,985
7108,2342,894
7109,8109,732
7110,13038,527
7111,19668,399
7112,17440,284
7113,10345,306
7114,19985,935
7115,8244,714
7116,1361,401
7117,19290,80
7118,12791,246
7119,15870,425
7120,17177,853
7121,14495,18
7122,1122,968
7123,14311,681
7124,4775,688
7125,1343,897
7126,11183,822
7127,14232,894
7128,8764,528
7129,8018,771
7130,4782,624
7131,12046,136
7132,17065,670
7133,15914,929
7134,12191,740
7135,13230,392
7136,11837,545
7137,3541,780
7138,15655,959
7139,3686,293
7140,6198,14
7141,4669,26
7142,19032,553
7143,6595,927
7144,12503,395
7145,14069,718
7146,1457,625
7147,3916,123
7148,12804,326
7149,15154,944
7150,13983,228
7151,9054,926
7152,12191,515
7153,16868,158
7154,4427,714
7155,9697,189
7156,7698,320
7157,18755,393
7158,13864,886
7159,4820,234
7160,4230,531
7161,13742,219
7162,10869,834
7163,10031,870
7164,12007,91
7165,14979,338
7166,8862,68
7167,14780,825
7168,13442,640
7169,441,442
7170,3885,270
7171,19150,358
7172,19095,362
7173,4161,249
7174,12933,874
7175,13673,553
7176,4289,158
7177,8987,516
7178,5793,656
7179,14592,257
7180,16774,343
7181,10422,122
7182,7507,502
7183,16308,390
7184,10055,420
7185,15599,807
7186,19904,574
7187,13668,65
7188,18999,814
7189,15234,586
7190,14260,760
7191,16331,125
7192,9280,356
7193,5589,62
7194,19449,828
7195,10516,577
7196,18067,695
7197,737,616
7198,16442,855
7199,12325,698
7200,16760,870
7201,7390,625
7202,12876,616
7203,5149,511
7204,11930,309
7205,19340,504
7206,10550,294
7207,15624,98
7208,7036,371
7209,6253,941
7210,15272,57
7211,202,839
7212,17851,55
7213,13374,620
7214,16795,961
7215,10689,996
7216,15872,563
7217,7435,245
7218,13171,66
7219,11993,854
7220,16652,183
7221,10261,271
7222,18449,402
7223,13414,57
7224,365,619
7225,14263,921
7226,7792,7
7227,5183,929
7228,5415,710
7229,3590,931
7230,12123,190
7231,560,280
7232,12745,57
7233,16666,683
7234,10443,709
7235,16309,359
7236,661,635
7237,9085,873
7238,13554,350
7239,15140,817
7240,9479,662
7241,1603,333
7242,16907,962
7243,4530,81
7244,16151,577
7245,8026,198
7246,14,844
7247,16388,797
7248,17634,649
7249,12416,99
7250,11717,613
7251,19419,526
7252,5467,911
7253,6479,112
7254,9908,326
7255,18749,533
7256,19040,693
7257,4933,38
7258,15436,205
7259,6004,90
7260,8615,802
7261,17546,794
7262,19452,775
7263,13281,284
7264,10835,46
7265,4399,529
7266,19495,296
7267,737,800
7268,16220,575
7269,7379,511
7270,10391,990
7271,10859,521
7272,18149,330
7273,7589,529
7274,1259,450
7275,10038,532
7276,11673,257
7277,11427,430
7278,10734,83
7279,13446,25
7280,18657,531
7281,17262,9
7282,13756,145
7283,2004,938
7284,1431,730
7285,8643,46
7286,19487,147
7287,11248,237
7288,11764,239
7289,17867,282
7290,6288,122
7291,13842,165
7292,19197,485
7293,9880,837
7294,10298,782
7295,7201,114
7296,19182,47
7297,5334,370
7298,14468,89
7299,10609,919
7300,15770,154
7301,1694,789
7302,18234,313
7303,15114,484
7304,8126,970
7305,10461,923
7306,19556,409
7307,15596,261
7308,14703,901
7309,4595,351
7310,19838,525
7311,3705,205
7312,3977,212
7313,8048,513
7314,11420,766
7315,4878,753
7316,19568,828
7317,12440,630
7318,3780,780
7319,10154,465
7320,12808,682
7321,6884,174
7322,1088,617
7323,16886,155
7324,10529,833
7325,15095,900
7326,2200,861
7327,18249,278
7328,12925,854
7329,15781,773
7330,13740,950
7331,6298,777
7332,12215,869
7333,11310,818
7334,11464,680
7335,14554,203
7336,17501,739
7337,465,905
7338,9197,789
7339,7956,563
7340,17709,378
7341,3145,354
7342,7627,461
7343,16417,269
7344,6066,412
7345,1547,387
7346,12128,314
7347,3860,173
7348,16100,744
7349,13730,524
7350,16162,596
7351,4145,385
7352,18517,332
7353,12792,177
7354,6220,767
7355,4348,398
7356,12041,924
7357,11758,893
7358,3467,331
7359,9374,41
7360,12942,668
7361,12814,649
7362,2078,549
7363,10138,282
7364,12417,441
7365,2400,532
7366,6878,712
7367,4644,434
7368,13692,648
7369,9099,341
7370,15321,888
7371,17647,563
7372,2996,383
7373,4727,814
7374,1746,669
7375,18528,332
7376,11177,462
7377,451,187
7378,2484,105
7379,18244,988
7380,9732,492
7381,17456,443
7382,4394,698
7383,15879,693
7384,1559,454
7385,10906,756
7386,12503,319
7387,10441,757
7388,5193,208
7389,8792,401
7390,396,952
7391,16665,741
7392,3977,243
7393,8482,166
7394,9880,690
7395,15580,44
7396,3541,218
7397,16008,65
7398,478,313
7399,15162,166
7400,1278,921
7401,2245,328
7402,5368,790
7403,17183,400
7404,1000,447
7405,2884,158
7406,10776,47
7407,15277,164
7408,13322,167
7409,19664,318
7410,4479,949
7411,15261,376
7412,16793,319
7413,13160,873
7414,16599,102
7415,251,879
7416,2191,302
7417,13419,152
7418,18580,879
7419,14160,353
7420,3223,578
7421,17018,765
7422,8857,89
7423,2926,913
7424,6976,634
7425,2988,561
7426,19764,73
7427,11004,246
7428,12389,694
7429,5039,627
7430,765,196
7431,19397,124
7432,5729,565
7433,16755,27
7434,1203,896
7435,15114,520
7436,16997,214
7437,18675,987
7438,10891,797
7439,14488,27
7440,5778,971
7441,10373,760
7442,1920,368
7443,10502,580
7444,9750,113
7445,14052,498
7446,211,653
7447,1505,557
7448,1312,899
7449,17213,131
7450,10863,403
7451,7030,440
7452,15511,184
7453,2252,419
7454,8032,519
7455,3775,274
7456,3847,562
7457,8186,837
7458,19309,170
7459,77,960
7460,6071,862
7461,1712,128
7462,5172,462
7463,18089,91
7464,10618,758
7465,18327,291
7466,18926,12
7467,1408,249
7468,19654,949
7469,5170,142
7470,9681,565
7471,18135,186
7472,17710,610
7473,7572,549
7474,9191,526
7475,16175,585
7476,12792,600
7477,1003,762
7478,7139,173
7479,2563,320
7480,19284,847
7481,19559,422
7482,13251,762
7483,10222,501
7484,8870,362
7485,15307,163
7486,8836,379
7487,18599,366
7488,4740,254
7489,9934,393
7490,14405,965
7491,8398,939
7492,5976,835
7493,19019,341
7494,13033,437
7495,8708,311
7496,13957,972
7497,59,418
7498,13487,221
7499,16010,381
7500,5463,271
7501,16548,714
7502,17207,744
7503,6887,19
7504,7900,828
7505,4931,187
7506,6031,332
7507,4828,717
7508,3571,451
7509,9517,507
7510,16266,841
7511,5937,722
7512,11348,776
7513,574,11
7514,4269,832
7515,13618,858
7516,10610,198
7517,15732,500
7518,16940,916
7519,15675,607
7520,1816,281
7521,16833,1000
7522,17116,114
7523,8806,299
7524,8655,77
7525,3818,434
7526,10328,313
7527,3192,701
7528,1466,288
7529,3410,401
7530,691,619
7531,16810,950
7532,5454,759
7533,7181,997
7534,4409,609
7535,17035,283
7536,5057,595
7537,1518,17
7538,16394,4
7539,17101,530
7540,11137,463
7541,19725,351
7542,567,518
7543,18730,917
7544,6300,899
7545,15710,861
7546,6943,492
7547,8107,403
7548,1714,260
7549,14982,951
7550,71,631
7551,8661,873
7552,1108,135
7553,6795,564
7554,13167,350
7555,16017,591
7556,8597,437
7557,4397,204
7558,16189,8
7559,10774,782
7560,2394,831
7561,12779,224
7562,15726,74
7563,19970,5
7564,11145,844
7565,15805,503
7566,6187,445
7567,15084,266
7568,3410,514
7569,2106,799
7570,17693,209
7571,13853,708
7572,14739,289
7573,7241,669
7574,8763,570
7575,3424,884
7576,6191,266
7577,13376,67
7578,8296,872
7579,13242,489
7580,13124,498
7581,6588,301
7582,10536,48
7583,16952,819
7584,12762,196
7585,7312,752
7586,8869,228
7587,14338,28
7588,17424,488
7589,11205,853
7590,9097,217
7591,13559,992
7592,17027,329
7593,15821,251
7594,8366,800
7595,19183,914
7596,17493,655
7597,19019,846
7598,4839,889
7599,2993,696
7600,1975,3
7601,11759,769
7602,13646,657
7603,14756,77
7604,14298,378
7605,12328,789
7606,1801,56
7607,6106,815
7608,3582,416
7609,10990,19
7610,13225,248
7611,5362,792
7612,1539,180
7613,4246,725
7614,2014,484
7615,17111,920
7616,7392,672
7617,14066,413
7618,2002,430
7619,13398,885
7620,6802,689
7621,7206,765
7622,8937,106
7623,19697,930
7624,5821,897
7625,1293,241
7626,4515,540
7627,18222,269
7628,6853,243
7629,103,967
7630,8639,637
7631,4140,570
7632,7946,842
7633,18084,158
7634,10608,779
7635,12738,501
7636,15103,381
7637,8005,783
7638,12118,430
7639,2261,4
7640,3535,152
7641,3861,472
7642,17022,370
7643,18205,747
7644,15233,59
7645,16875,983
7646,11847,411
7647,1507,32
7648,15594,979
7649,17377,676
7650,10524,388
7651,1718,759
7652,14861,469
7653,15418,419
7654,2167,155
7655,3004,726
7656,8962,983
7657,17138,703
7658,18611,862
7659,4430,333
7660,12248,179
7661,2277,207
7662,321,385
7663,10860,664
7664,2022,86
7665,323,487
7666,12785,931
7667,9088,529
7668,19575,162
7669,2045,673
7670,4425,27
7671,19126,947
7672,3067,2
7673,18033,746
7674,7032,581
7675,227,591
7676,4296,458
7677,6321,118
7678,11073,749
7679,13474,520
7680,14704,742
7681,7135,893
7682,7850,366
7683,15736,918
7684,815,893
7685,14367,385
7686,2145,456
7687,3552,863
7688,2726,540
7689,10040,955
7690,7391,629
7691,15137,519
7692,18239,631
7693,2781,482
7694,1140,986
7695,10782,217
7696,470,596
7697,783,930
7698,9735,442
7699,16115,204
7700,18884,500
7701,13659,894
7702,14617,251
7703,4456,796
7704,16095,382
7705,9661,539
7706,7946,410
7707,13513,601
7708,4875,183
7709,3756,218
7710,2206,913
7711,2518,552
7712,11986,205
7713,1247,373
7714,2109,616
7715,15612,570
7716,266,37
7717,1774,254
7718,6346,574
7719,13644,101
7720,5248,125
7721,4104,949
7722,872,961
7723,11396,947
7724,7815,509
7725,794,912
7726,4424,642
7727,5937,354
7728,16381,857
7729,640,714
7730,2313,861
7731,3048,114
7732,6703,436
7733,14785,30
7734,19656,934
7735,12333,373
7736,10900,501
7737,15788,797
7738,3771,989
7739,12246,541
7740,9558,734
7741,6703,256
7742,14134,694
7743,15007,107
7744,7059,279
7745,3424,283
7746,2525,941
7747,6612,98
7748,298,755
7749,17679,312
7750,1973,148
7751,12903,718
7752,9566,589
7753,4262,697
7754,3032,847
7755,14176,655
7756,8982,108
7757,9287,792
7758,14234,9
7759,3790,685
7760,4887,133
7761,2865,818
7762,12079,921
7763,10621,946
7764,15097,528
7765,4969,948
7766,9797,893
7767,17858,645
7768,1722,439
7769,7932,329
7770,5120,424
7771,7358,608
7772,13130,914
7773,14532,743
7774,5737,695
7775,12855,620
7776,19261,436
7777,4192,526
7778,7580,855
7779,16292,175
7780,16630,563
7781,16653,27
7782,13834,694
7783,17753,193
7784,2814,417
7785,3144,177
7786,11598,825
7787,10203,690
7788,7221,393
7789,10440,775
7790,11303,205
7791,4524,208
7792,1157,699
7793,4987,309
7794,1645,923
7795,5478,520
7796,18070,233
7797,15052,587
7798,1446,533
7799,10733,611
7800,13730,400
7801,9936,53
7802,16304,973
7803,18920,737
7804,15833,642
7805,16695,430
7806,8867,511
7807,15524,628
7808,5028,662
7809,19819,816
7810,8620,924
7811,12417,647
7812,3649,700
7813,3962,213
7814,290,680
7815,15873,591
7816,17925,871
7817,11165,758
7818,133,308
7819,11856,248
7820,16468,355
7821,3139,207
7822,6727,523
7823,3230,526
7824,12696,316
7825,18062,659
7826,5067,373
7827,7824,873
7828,19745,429
7829,18938,962
7830,8166,112
7831,10848,4
7832,929,29
7833,11677,461
7834,7355,271
7835,11287,936
7836,16422,750
7837,15065,635
7838,15845,631
7839,14871,236
7840,1829,81
7841,1657,26
7842,7999,311
7843,6926,559
7844,7317,349
7845,9885,122
7846,3152,716
7847,3544,387
7848,1178,134
7849,14986,357
7850,19427,415
7851,15019,343
7852,12706,893
7853,14951,307
7854,15740,423
7855,441,74
7856,19613,295
7857,16122,714
7858,15943,914
7859,2256,961
7860,9318,226
7861,10114,468
7862,18189,884
7863,19057,385
7864,13085,646
7865,7798,208
7866,2915,277
7867,2052,755
7868,16210,10
7869,2081,337
7870,5473,996
7871,4064,22
7872,5739,196
7873,13293,833
7874,19451,806
7875,7251,402
7876,10432,72
7877,10294,626
7878,11277,722
7879,8060,664
7880,11414,565
7881,6659,674
7882,6492,407
7883,13774,77
7884,226,78
7885,13607,305
7886,10782,772
7887,1682,16
7888,2877,24
7889,15901,769
7890,12816,843
7891,1967,996
7892,9420,227
7893,5541,604
7894,16022,427
7895,2109,626
7896,5470,995
7897,11214,770
7898,13589,524
7899,16303,993
7900,14835,93
7901,11317,840
7902,7436,37
7903,7164,808
7904,325,991
7905,11851,269
7906,2252,841
7907,12873,310
7908,7917,892
7909,4629,59
7910,19885,689
7911,19480,202
7912,2267,113
7913,13890,994
7914,5156,796
7915,10261,826
7916,10284,402
7917,2360,969
7918,6390,503
7919,19814,782
7920,16884,220
7921,13734,278
7922,9423,505
7923,903,215
7924,10701,251
7925,19531,208
7926,18000,579
7927,2171,170
7928,16067,587
7929,2957,657
7930,18249,693
7931,9896,785
7932,7721,516
7933,9430,303
7934,11836,687
7935,3870,699
7936,3738,415
7937,14574,36
7938,14934,455
7939,19805,737
7940,732,411
7941,2767,642
7942,1712,774
7943,12506,724
7944,13756,470
7945,4586,523
7946,10500,250
7947,14337,409
7948,19045,17
7949,19360,988
7950,10528,218
7951,1440,456
7952,11632,982
7953,341,780
7954,18082,671
7955,5170,579
7956,7415,585
7957,2765,30
7958,334,350
7959,5890,709
7960,1197,147
7961,10771,660
7962,8530,825
7963,10456,351
7964,13317,713
7965,14169,678
7966,14558,946
7967,14622,132
7968,17002,888
7969,10685,730
7970,12242,360
7971,13747,802
7972,16195,488
7973,2154,317
7974,13157,609
7975,6494,544
7976,6758,504
7977,3748,186
7978,7341,687
7979,5291,644
7980,18766,355
7981,4776,984
7982,2114,803
7983,7450,565
7984,19440,744
7985,14940,656
7986,7733,893
7987,11655,967
7988,6436,709
7989,17933,994
7990,840,442
7991,14042,438
7992,14671,736
7993,18460,816
7994,5352,144
7995,3973,266
7996,10270,883
7997,10827,730
7998,19279,596
7999,17929,320
8000,7174,586
8001,9571,468
8002,16582,985
8003,15969,710
8004,8889,940
8005,17798,247
8006,2288,179
8007,6933,597
8008,7838,52
8009,2250,512
8010,16175,84
8011,18219,522
8012,16139,60
8013,15483,390
8014,4532,381
8015,1095,814
8016,17194,317
8017,12497,97
8018,3132,625
8019,2534,356
8020,18445,178
8021,10013,80
8022,11466,903
8023,12084,690
8024,17497,812
8025,17514,247
8026,1209,487
8027,7747,52
8028,16689,592
8029,6187,914
8030,9718,856
8031,5168,629
8032,14235,916
8033,14822,202
8034,8418,252
8035,10301,844
8036,13637,702
8037,7907,12
8038,7634,600
8039,338,738
8040,2440,257
8041,1483,951
8042,4963,604
8043,516,551
8044,19510,211
8045,8530,432
8046,669,602
8047,2180,305
8048,17781,802
8049,3807,414
8050,11640,862
8051,14055,970
8052,9817,115
8053,19281,148
8054,14734,316
8055,2562,188
8056,11957,263
8057,17421,56
8058,11676,523
8059,13864,584
8060,5672,905
8061,5547,115
8062,12759,273
8063,9563,958
8064,2260,646
